"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on February 16, 2023","ray rivera","yes","-","I felt no significant change","I took these products for 30 days, sometimes two a day, but it did not make any change on my knees pain",1,"-","-","https://www.amazon.com/gp/customer-reviews/R19WF138GD01EM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 24, 2022","lc","yes","-","Headache","Every time i try to take this ib.get a headache for the next 24hrs  I",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1XLJ196LZL6QN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 2, 2022","Carlos","yes","-","Mal gaste mi dinero","Mal gaste mi dinero",1,"-","-","https://www.amazon.com/gp/customer-reviews/R44283N3OCEZJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 28, 2022","serafin negrete","yes","-","La presentacion","Salieron varias capsulas desechas en mal estado",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1MSVPRALR90MK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 24, 2022","Skling","yes","-","Did not work as it said it would","Sucks does not work waste of noney",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3BCSZKN5QY1C9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 17, 2022","Anita ","yes","-","Disappointed","They smell like chocolate to me. As far as helping,  they haven't made a difference.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2ILD194JPQBQ6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 23, 2022","miguel antonio leonardo sepulveda","yes","-","El dolor en las rodillas sigue igual","No me ha funcionado",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3LD9T3JMNR9I6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 17, 2022","Amazon Customer","yes","-","No good","I'm supposed to feel better after 7 days and is not happening.I'm in half of the box and nothing no relief .",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2QZEIO7955ABU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 4, 2021","Amazon Customer","yes","-","unfouranetly this didnt help me. BUT","it didnt help me. but i have many issues im dealing with. i didnt even use all the packs. they were easy to swallow and did not upset my stomache. hope it helps others. im just an unusal case",1,"-","-","https://www.amazon.com/gp/customer-reviews/R16M6YEP4H4QC9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on November 30, 2021","Brian Brooks","yes","-","Waste of money!","Did nothing for me!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R12BIPPK54HA1D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 8, 2021","paul aaker","yes","-","Been using it for 2 months no effect","Knee pain Tylenol works better",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1XKO9XTVTNI8W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 29, 2021","Tammymcoley","yes","-","Did not work","Did not work for me. Nothing changed after taking these.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RZIU057GNXAIL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 20, 2021","sarah berryman","yes","-","No noticeable difference in my pain or use","I tookbfur several week and had no noticeable changes or reduction if pain !  I wanted to give it a chance but nothing. Now I’ve missed the return window ! ;(",1,"-","-","https://www.amazon.com/gp/customer-reviews/R381UNUOF207ZP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 17, 2021","Lanancee","yes","-","Boo!","Did nothing for me",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3JP61YZNU7EBX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 16, 2021","Rosemary Brutto","yes","-","Flexiron","This did not work for me",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3RU7FXNT8GC1F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 7, 2021","Amazon Customer","yes","-","They did nothing for me","Joint pain",1,"-","-","https://www.amazon.com/gp/customer-reviews/R316RGS76XLX7N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 6, 2021","Jeffery Lewis","yes","-","Not worth the money sorry to say.","Didn’t seem to work for me.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RPEA1VT06ZH9R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 30, 2021","DRoush","yes","-","No","Worthless",1,"-","-","https://www.amazon.com/gp/customer-reviews/RJ1FE4QV0RGN7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 22, 2021","Cheryl S.","yes","-","Didnt work","Did nothing for me. Maybe be different for some.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RO641K4VN8ME2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 22, 2021","Deborah McDaniel","yes","-","Product was over priced and didn't work!","I didn't like anything about this product, because it didn't help my knee pain at all!!! Waste of good money!!!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2E3HIO3WO6EC8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 18, 2021","T Purvis","yes","-","No pain relief","Could not tell any difference in relief from pain.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RDIODZQKMS4P7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 16, 2021","Bluegrass State 001","yes","-","Caused stomach pain","Very easy to swallow! It’s not a big pull at all. It did seem to help me with joint pain after two doses but it caused stomach pain so I had to stop taking it",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3UKFW38H49YGP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 10, 2021","Julie Wolfard","yes","-","They didn't work..","These did absolutely nothing for my knees.. They were like taking sugar pills.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1PKZKMC70FMX3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 9, 2021","Karina","yes","-","Did not feel any relief unfortunately.","I bought this after reading all 5 stars reviews. I just finished the whole box,16 days as they direct you. And unfortunately did not feel any relief in my joint discomfort and pain. I'm very happy for everyone who felt it helped them but I personally will not buy it again.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1SPKJ66OOC1GO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 7, 2021","Sira","yes","-","doesn't work","the claims are false. the product doesn't work",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2YA3ME1Y64LF2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 6, 2021","P. Carlson","yes","-","Fail","They don't work.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R35IAA6YCJVTE1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 6, 2021","Mark Mullins","yes","-","Not all cures work the same","I normally take a daily dose of Curcumin for my moderate arthritis  and on the recommendation os a close friend I tried this, it didn't work at all for me. my pain became more pronounced even as I took it. Luckily after a week of pain I was able to get a new bottle of curcumin the same day I ordered it from Amazon.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1XFMIFOCNLZXE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 2, 2021","Cicero","yes","-","I’m not convinced.","Didn’t see any difference in pain level.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R9F2NYMQEX4ZN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 1, 2021","Linda S.","yes","-","Maybe it will help you....","Didn't relieve pain at all.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3BKFARQJN1HI7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on May 1, 2021","Bonnie W.","yes","-","no","it did not do anything for me would not get it again",1,"-","-","https://www.amazon.com/gp/customer-reviews/R21FGNRDBS901P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 1, 2021","Amy Gunn","yes","-","Save yourself money.","I took the product for a month and did not notice much difference. I wanted to take it to get rid of taking Ibuprofen or Aleve every day, but both Ibuprofen and Aleve work better at getting rid of pain.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1O9XS4E1FZYL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 17, 2021","brenda rivera","yes","-","Don’t work","Still with pain no help at all",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3VK8N19T4AODS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 16, 2021","Larry","yes","-","Not a cure for anything","Didn't help my joints pain a bit.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2ICMCV8YX2GE9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 5, 2021","Amazon Customer. jewel S","yes","-","Flexuron","I couldn’t tell a difference in taking it or not. I certainly wouldn’t recommend them",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2OPQT1A34NX2Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 2, 2023","Bessie","yes","-","Tastes good at first","Eat something with it. I stopped another supplement to try this and have more pain on this than the other. Just doesn't work will enough for me.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RBM54DJ2IAH01/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 7, 2023","Gesia Reyes","yes","-","Que no me funciono ni con 2 semanas","Para dolor de artritis",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3EIX6F2N302E0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 28, 2023","Amazon Customer","yes","-","Not helpful","Didn't help my joint pain.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1SNM7J44KFLMU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 26, 2023","Laveda L Sutton","yes","-","Didn’t help me.","Fast delivery. Product just did not help me. It looks like it helps others but I could not really tell any difference and I’ve taken the whole box of them.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1ULXH3DYMLZE3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 4, 2023","Amazon Customer","yes","-","Easy to swallow","Easy to swallow for me. Not really sure if it is doing anything. I still have the pain but that could be because of my condition with my knees and no counter medication will work",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2XRHIP9021CT9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 3, 2023","M","yes","-","It works!","It works!  But not in seven days.  I will keep taking it.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1CG2OL2KDA0JT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on September 1, 2023","Gail Loch","yes","-","after taking all still no results","I use for knee pain",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1BFCJ8BA4RR67/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 31, 2023","Casper","yes","-","Flexuron","I don’t think this product has done anything for me yet. I haven’t taking it every morning for over 2 weeks now.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1Z5QJSKLUN04L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 23, 2023","Escalady","yes","-","Waste of money","After taking for a few months, I didn’t feel any improvement.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R35AEEXUKPUPED/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 15, 2023","steve h","yes","-","Did not work for me","Tried it to help with hip arthritis & got no results. Glad it works for others.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RA90B4GF2PKAQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 6, 2023","Mary Ann Stradtman","yes","-","Not great","Sorry...  I know everyone raves about this product but it didn't do much for my knees..",2,"-","-","https://www.amazon.com/gp/customer-reviews/R220X2PW1B89DT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 17, 2023","Betty","yes","-","Did not help","This did not help with my joint pain at all",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3G0FRHDHLPFAW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 25, 2022","Naggedyann","yes","-","Didn't help","DidN't help me and my knees at all.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RA301W2M06V25/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 17, 2022","Eric Phillips","yes","-","So, so.","More than halfway thru pkg & can tell no difference in arthritic hands, shoulders, or knees.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R4GBIWLRUC8ZX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 11, 2022","Leslie Goodman","yes","-","Still not working","I hoped this product could reduce the pain in my knees and back, but after two weeks, I feel the same.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2IVJWV93BTRV5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 24, 2021","teresa ","yes","-","Not worth it","Saw no di",2,"-","-","https://www.amazon.com/gp/customer-reviews/R203MPUTUHBHWR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 14, 2021","A A","yes","-","Son fácil de tragar","Son fáciles de tragar, pero no sentí disminuir el dolor.En lo personal no volvería a invertir en este producto.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RBJW1R3P4RQO3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 12, 2021","805reviewer","yes","-","Just didn’t do it for me","I took 2 capsules a day for a week (the recommended loading dose).  I just didn’t notice any improvement in my arthritis.  Granted, I should have continued to take it to see if longer dosing would help, but I didn’t.  It might help others, but for me, not so much.The gelatin capsules are smallish and easy to swallow.  The vanilla flavor is a nice touch.  Very pleasant.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R9L1VPHB73GU6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on September 7, 2021","Wendy","yes","-","Nothing to help with pain relief","Was not helpful with pain relief....",2,"-","-","https://www.amazon.com/gp/customer-reviews/R38H9FNOIC1FR2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 5, 2021","Beth","yes","-","It didn't work for me.","It might work for you though. I have moderate-to-severe arthritis in my hip. It was worth a try.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RHOIM9R2PM06/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 30, 2021","Jennifer","yes","-","Didn't notice any changes","Was hoping using a while box of these would have me feeling different, but they didn't.Glad they work for others, but for me? Not worth the money.They definitely left a fishy after taste as well. Needed to eat in the middle of a meal.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RW72NP88HA34S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 20, 2021","NYShopper","yes","-","Did nothing for me.","I was prompted to buy because of all the positive reviews however this product did nothing for me. In fact, my joints probably ached more during the month I used it than at any time before or after. I get more relief from glucosamine chondroitin.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1IU6E8GWWJDCA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 14, 2021","Amazon Customer","yes","-","No relief","I have taken these for two months. I have had absolutely no improvement. Wont buy again.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1T8Z8IPC5G4WB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 28, 2023","Eileen","yes","-","Flexeron","Felt no difference in my knees.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3H03DO3CPK99H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 21, 2023","DebC","yes","-","Did not work for me","I wish it did, but it didn't work for me. My knees did not improve... still stiff and sore.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1PB21N4FLYJ1K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 5, 2023","Tatyana Zinger","yes","-","Doesn’t do anything","I got that whole box, doesn’t feel anything better.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2BRICUR4M9CLT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 3, 2023","yrag","yes","-","Hope to relieve knee joint pain","Can not measure any improvement so far but I intend to continue product use.",3,"-","-","https://www.amazon.com/gp/customer-reviews/RN797AJFZXPOM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 11, 2023","Trina Lee","yes","-","Not worth the hype","I already take a fish oil supplement and honestly it works just as well as these. I purchased these twice, but probably won’t again. Regular fish oil supplements are much cheaper, however if you have problems with the taste or size of regular fish oil, these would definitely be beneficial. No fish eat after burps, and much easier to swallow!",3,"-","-","https://www.amazon.com/gp/customer-reviews/RNS0NASIOLMWC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 27, 2023","Tucson Mom","yes","-","Works somewhat","Easy to swallow, still have joint pain after taking it for months. Doesn’t seem to give 100% relief.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R15J31NQE20EBB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 17, 2023","Marie Richardson","yes","-","Nothing different!","Didn’t work any better than other pills I have taken.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2EEAJ0OLC082W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 13, 2023","Marilyn Monroe","yes","-","Wanted to know how well this product would work with bad osteoarthritis","It started out working very well after 4 days of using this product but it gradually slowed down not working as much but does ease it a little so I will finish the product but will not be ordering it again",3,"-","-","https://www.amazon.com/gp/customer-reviews/R18XLM7PINA1MS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 7, 2023","lmf76","yes","-","Waiting for it to help","It says feel better in just 7 days.  I’m still waiting",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1TVMBCY1AIBXX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 20, 2023","Paulab393","yes","-","Scheduled shipments","Slow....missed doses",3,"-","-","https://www.amazon.com/gp/customer-reviews/R15TQKXDE2DH61/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 19, 2023","Olga M Monteiro","yes","-","Still testing it","Too early to notice any difference but will give it more time.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1I1WTH843FDC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 27, 2021","mainmom45","yes","-","joint pain relief?","in my 3rd week can't say i've really noticed much change; some of the capsule were broke open an leaking",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2VDT6MY0RU3YI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 26, 2021","donna b","yes","-","Wish it had worked for me","I tried this product and unfortunately it didn’t agree with me.  I used it for a couple of weeks and didn’t feel any relief for my soreness either.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2MUX70SZ4KE2O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 20, 2021","J. Laroche","yes","-","Wasn't right for me.","Did not notice a difference, pain was still there.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2WSZ1G7PXKJD7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 13, 2019","wyn reyes","yes","-","Not good enough for me","Sorry but it doesn’t work for me. Not as good as it was advertized",3,"-","-","https://www.amazon.com/gp/customer-reviews/R12A76ON9K8B2I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 21, 2019","karen","yes","-","nothing","Has helped some, need to take it longer!",3,"-","-","https://www.amazon.com/gp/customer-reviews/RAGGVUZKZRP5M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 10, 2023","Beebe","yes","-","Joint stiffness","Flexouron definitely helped with stiffness issues, but it does not relieve the pain!",4,"-","-","https://www.amazon.com/gp/customer-reviews/RZ5076I8I64O1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 9, 2023","Raul Jimenez","yes","-","All I want is some relief not necesseraly a cure! But that would be great!","Just got it in took my first pill today was pleasant tasting in my mouth! Ill let you know in about a week I am hopeful and excited about helping with my knee discomfort! Thank you!",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3Q132025QNLCK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 4, 2023","Steve Plumma","yes","-","Good value","Easy to use",4,"-","-","https://www.amazon.com/gp/customer-reviews/R10KY2S4KEY0WK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on June 6, 2021","Dennis Simenson","yes","-","decent product","decent product",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3RRV97PB1A6G4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
